id,ticker,timestamp,caption,sentiment,virality,image_path,price_change,price_up,volume,delta_time,price_timestamp
1180,AMC,2023-11-14 13:37:00,AMC watch. 🧐,neutral,52.54986153404732,meme_images/meme_1180.png,-0.486834044805865,0,4261.999960602964,0 days 00:27:00,2023-11-14 14:04:00
2950,AMC,2023-11-14 21:16:00,AMC bull! 🚀,positive,677.1414516756355,meme_images/meme_2950.png,2.6687558301829286,1,36119.29190593737,0 days 00:19:00,2023-11-14 21:35:00
3484,AMC,2023-11-14 23:00:00,AMC dump... 😢,negative,2678.248676903615,meme_images/meme_3484.png,-3.8910576642539927,0,462425.6852263535,0 days 00:30:00,2023-11-14 23:30:00
4351,AMC,2023-11-15 09:36:00,AMC paper hands... 😢,negative,5.658629509928006,meme_images/meme_4351.png,-1.7836528614644922,0,12821.734907858588,0 days 00:06:00,2023-11-15 09:42:00
7037,AMC,2023-11-16 01:27:00,AMC HODL! 🚀,positive,2732.2241812228285,meme_images/meme_7037.png,5.573205009559755,1,71990.22077983148,0 days 00:27:00,2023-11-16 01:54:00
8371,AMC,2023-11-16 14:17:00,AMC diamond hands! 🚀,positive,7.252327337655462,meme_images/meme_8371.png,1.1366141953614366,1,94978.76271943918,0 days 00:08:00,2023-11-16 14:25:00
7570,AMC,2023-11-17 04:58:00,AMC news. 🧐,neutral,18944.146860934703,meme_images/meme_7570.png,-0.7800247937411441,0,80045.76569293898,0 days 00:13:00,2023-11-17 05:11:00
7075,AMC,2023-11-17 10:47:00,AMC moon! 📈,positive,132.09016117181926,meme_images/meme_7075.png,2.897902306823906,1,168438.83279579555,0 days 00:11:00,2023-11-17 10:58:00
6317,AMC,2023-11-17 21:34:00,AMC dump... 📉,negative,57.77844145413078,meme_images/meme_6317.png,-3.291979214266887,0,80243.22922138158,0 days 00:22:00,2023-11-17 21:56:00
8272,AMC,2023-11-18 02:15:00,AMC up! 💎🙌,positive,317.9830089881073,meme_images/meme_8272.png,4.177771677272892,1,112009.3971515107,0 days 00:29:00,2023-11-18 02:44:00
4263,AMC,2023-11-18 10:57:00,AMC dump... 💸,negative,370.865651389546,meme_images/meme_4263.png,-3.0888959527716477,0,45872.50857518824,0 days 00:19:00,2023-11-18 11:16:00
1079,AMC,2023-11-20 00:56:00,AMC up! 🚀,positive,548.6141304016738,meme_images/meme_1079.png,1.874597395016774,1,120888.35702551638,0 days 00:20:00,2023-11-20 01:16:00
3437,AMC,2023-11-20 02:46:00,AMC paper hands... 💸,negative,154.14986544739844,meme_images/meme_3437.png,-1.992692603684243,0,21490.482775456323,0 days 00:21:00,2023-11-20 03:07:00
7066,AMC,2023-11-20 11:47:00,AMC watch. 📊,neutral,188.50472087400368,meme_images/meme_7066.png,-1.0009735432078404,0,11207.274426550664,0 days 00:29:00,2023-11-20 12:16:00
1647,AMC,2023-11-20 20:25:00,AMC up! 📈,positive,90.4537429317198,meme_images/meme_1647.png,-0.4839371694354921,0,17087.3909870083,0 days 00:23:00,2023-11-20 20:48:00
4062,AMC,2023-11-20 23:51:00,AMC watch. 🧐,neutral,808.7906671235143,meme_images/meme_4062.png,1.2522371017982312,1,2351.0134091547466,0 days 00:11:00,2023-11-21 00:02:00
6918,AMC,2023-11-21 07:12:00,AMC down... 📉,negative,11441.256110099956,meme_images/meme_6918.png,-6.32723507843286,0,78337.08702664914,0 days 00:18:00,2023-11-21 07:30:00
9047,AMC,2023-11-22 09:34:00,AMC HODL! 📈,positive,0.7744075291938772,meme_images/meme_9047.png,3.595014184840166,1,894607.5743022884,0 days 00:27:00,2023-11-22 10:01:00
5143,AMC,2023-11-22 19:06:00,AMC to the moon! 🚀,positive,238.68443216970724,meme_images/meme_5143.png,1.6143827659753818,1,25243.70620175901,0 days 00:30:00,2023-11-22 19:36:00
5902,AMC,2023-11-23 02:09:00,AMC dump... 😢,negative,1384.4388313359675,meme_images/meme_5902.png,-3.4986209411107723,0,66574.59431345253,0 days 00:28:00,2023-11-23 02:37:00
9091,AMC,2023-11-23 20:32:00,AMC gain! 📈,positive,28.553955017102147,meme_images/meme_9091.png,1.4713211941188007,1,74286.97280287018,0 days 00:21:00,2023-11-23 20:53:00
9078,AMC,2023-11-23 23:24:00,AMC hold. 🧐,neutral,83.99857961574784,meme_images/meme_9078.png,0.0066479876322866,1,72252.30889927765,0 days 00:28:00,2023-11-23 23:52:00
3288,AMC,2023-11-24 21:52:00,AMC FUD... 😢,negative,19696.10831564999,meme_images/meme_3288.png,-10.074655837337486,0,30620.3179075628,0 days 00:21:00,2023-11-24 22:13:00
9927,AMC,2023-11-24 22:12:00,AMC gain! 💎🙌,positive,337.4505285766943,meme_images/meme_9927.png,1.5199913894005834,1,36123.83254485144,0 days 00:22:00,2023-11-24 22:34:00
7917,AMC,2023-11-24 22:17:00,AMC bull! 💎🙌,positive,491.9421179560209,meme_images/meme_7917.png,0.2598251762103861,1,5660.071483267815,0 days 00:10:00,2023-11-24 22:27:00
7969,AMC,2023-11-25 21:09:00,AMC hold. 🧐,neutral,5073.063547218118,meme_images/meme_7969.png,-0.6944259478634598,0,3420.2306946921544,0 days 00:30:00,2023-11-25 21:39:00
8239,AMC,2023-11-26 02:57:00,AMC waiting. ⌛,neutral,1172.2546618256,meme_images/meme_8239.png,0.5781794379612418,1,9277.825610923415,0 days 00:07:00,2023-11-26 03:04:00
5718,AMC,2023-11-26 06:47:00,AMC news. 📊,neutral,407.5274770504054,meme_images/meme_5718.png,-1.047969873981917,0,44160.47826185574,0 days 00:17:00,2023-11-26 07:04:00
102,AMC,2023-11-26 14:20:00,AMC bear... 📉,negative,114.68512634140626,meme_images/meme_102.png,-3.1591784485223657,0,36438.0610187251,0 days 00:27:00,2023-11-26 14:47:00
5680,AMC,2023-11-26 19:15:00,AMC watch. 🧐,neutral,151.78549944600837,meme_images/meme_5680.png,-1.2943336750922283,0,284978.3257775719,0 days 00:14:00,2023-11-26 19:29:00
712,AMC,2023-11-26 20:30:00,AMC down... 💸,negative,217.11759546714956,meme_images/meme_712.png,-2.9024676984428903,0,17037.058328579053,0 days 00:16:00,2023-11-26 20:46:00
3963,AMC,2023-11-27 18:45:00,AMC buy! 🚀,positive,4183.011579992415,meme_images/meme_3963.png,4.249052399556219,1,22329.64595174249,0 days 00:10:00,2023-11-27 18:55:00
6809,AMC,2023-11-28 00:20:00,AMC watch. 🧐,neutral,29.61736452773298,meme_images/meme_6809.png,1.8345881010999123,1,72982.77176323193,0 days 00:12:00,2023-11-28 00:32:00
6022,AMC,2023-11-28 02:41:00,AMC crash... 📉,negative,639.0654231404343,meme_images/meme_6022.png,-2.867211969076484,0,408166.6533214304,0 days 00:18:00,2023-11-28 02:59:00
4352,AMC,2023-11-28 07:33:00,AMC news. 🧐,neutral,209.42919342557428,meme_images/meme_4352.png,0.3682820413986907,1,38548.22039356152,0 days 00:16:00,2023-11-28 07:49:00
9404,AMC,2023-11-28 20:35:00,AMC bear... 💸,negative,145.11983684565251,meme_images/meme_9404.png,-1.7761391482823203,0,88821.36037357734,0 days 00:16:00,2023-11-28 20:51:00
8214,AMC,2023-11-29 06:07:00,AMC waiting. 🧐,neutral,89.97461260111041,meme_images/meme_8214.png,-0.3130358738942216,0,17717.065866791956,0 days 00:17:00,2023-11-29 06:24:00
5011,AMC,2023-11-30 13:30:00,AMC paper hands... 📉,negative,215.0250884326588,meme_images/meme_5011.png,-1.588932571570063,0,40866.35184646611,0 days 00:10:00,2023-11-30 13:40:00
7190,AMC,2023-11-30 22:06:00,AMC down... 📉,negative,2.9805121260099634,meme_images/meme_7190.png,-0.6572008490772994,0,24640.34995866736,0 days 00:30:00,2023-11-30 22:36:00
6016,AMC,2023-11-30 23:49:00,AMC news. 📊,neutral,28.682470906850245,meme_images/meme_6016.png,0.5575319337656028,1,28410.76947037559,0 days 00:08:00,2023-11-30 23:57:00
9897,AMC,2023-12-01 08:38:00,AMC rocket! 🚀,positive,203.28415958958445,meme_images/meme_9897.png,2.4377486842182026,1,12364.771424024531,0 days 00:20:00,2023-12-01 08:58:00
819,AMC,2023-12-03 11:48:00,AMC news. 🧐,neutral,20.92840683176472,meme_images/meme_819.png,-0.6207335587425267,0,12843.0803957155,0 days 00:24:00,2023-12-03 12:12:00
9373,AMC,2023-12-03 22:06:00,AMC moon! 📈,positive,4.49658685411702,meme_images/meme_9373.png,3.106464022631235,1,58315.7588764833,0 days 00:10:00,2023-12-03 22:16:00
1865,AMC,2023-12-04 00:07:00,AMC bear... 💸,negative,778.140776171235,meme_images/meme_1865.png,-2.0920300297835563,0,112230.79269934593,0 days 00:21:00,2023-12-04 00:28:00
624,AMC,2023-12-04 08:59:00,AMC news. 📊,neutral,9.410264591535237,meme_images/meme_624.png,-1.237442879665958,0,71065.15329687958,0 days 00:30:00,2023-12-04 09:29:00
55,AMC,2023-12-04 23:32:00,AMC FUD... 😢,negative,16.577654267083222,meme_images/meme_55.png,-0.5076175316071627,0,34756.590207015885,0 days 00:19:00,2023-12-04 23:51:00
1668,AMC,2023-12-05 01:58:00,AMC crash... 😢,negative,22.67208108867668,meme_images/meme_1668.png,-1.9568804318242363,0,11672.940637398451,0 days 00:13:00,2023-12-05 02:11:00
2334,AMC,2023-12-05 02:19:00,AMC FUD... 💸,negative,28.200987809386167,meme_images/meme_2334.png,-1.6736675028166317,0,69661.44712652726,0 days 00:26:00,2023-12-05 02:45:00
2734,AMC,2023-12-05 07:31:00,AMC HODL! 💎🙌,positive,58.9214043147741,meme_images/meme_2734.png,1.4103500595883562,1,75902.42059161616,0 days 00:07:00,2023-12-05 07:38:00
4391,AMC,2023-12-06 01:32:00,AMC crash... 📉,negative,7.918808300051077,meme_images/meme_4391.png,-2.796765225395052,0,125328.28237954227,0 days 00:09:00,2023-12-06 01:41:00
9634,AMC,2023-12-06 14:03:00,AMC to the moon! 💎🙌,positive,251.39025342377568,meme_images/meme_9634.png,4.023023781662784,1,261584.47803293023,0 days 00:10:00,2023-12-06 14:13:00
3775,AMC,2023-12-07 02:07:00,AMC sell... 💸,negative,34.826574624262456,meme_images/meme_3775.png,-0.5884141967022416,0,32442.4336893248,0 days 00:15:00,2023-12-07 02:22:00
1346,AMC,2023-12-07 04:01:00,AMC FUD... 📉,negative,270.9804853502517,meme_images/meme_1346.png,-1.5697305548476037,0,12961.303184007444,0 days 00:15:00,2023-12-07 04:16:00
1694,AMC,2023-12-08 16:38:00,AMC news. 📊,neutral,34.9081606860426,meme_images/meme_1694.png,-2.391292014296733,0,48417.92827502328,0 days 00:20:00,2023-12-08 16:58:00
7948,AMC,2023-12-11 07:19:00,AMC bull! 📈,positive,210.53771747103397,meme_images/meme_7948.png,2.639118226246618,1,163477.47741031277,0 days 00:13:00,2023-12-11 07:32:00
4605,AMC,2023-12-12 09:36:00,AMC waiting. 🧐,neutral,261.47267674228726,meme_images/meme_4605.png,1.141005390114656,1,21261.217205708897,0 days 00:10:00,2023-12-12 09:46:00
7432,AMC,2023-12-12 09:40:00,AMC hold. 📊,neutral,33.31640613184878,meme_images/meme_7432.png,-0.7676074221472906,0,46767.41984428549,0 days 00:11:00,2023-12-12 09:51:00
8164,AMC,2023-12-13 00:35:00,AMC paper hands... 💸,negative,135.93315379191782,meme_images/meme_8164.png,-2.743949421442299,0,51758.04954385102,0 days 00:22:00,2023-12-13 00:57:00
447,AMC,2023-12-13 04:31:00,AMC buy! 💎🙌,positive,38.35257548924582,meme_images/meme_447.png,0.137485712224276,1,25994.93950741616,0 days 00:23:00,2023-12-13 04:54:00
4792,AMC,2023-12-13 20:49:00,AMC bear... 💸,negative,265.899382830101,meme_images/meme_4792.png,-2.8970200801818766,0,28681.82110635785,0 days 00:11:00,2023-12-13 21:00:00
386,AMC,2023-12-14 08:11:00,AMC sell... 📉,negative,129.18804989551597,meme_images/meme_386.png,-1.1356880071051407,0,36793.90343270308,0 days 00:10:00,2023-12-14 08:21:00
5856,AMC,2023-12-14 08:14:00,AMC watch. 📊,neutral,47.866484433766885,meme_images/meme_5856.png,-0.9913195028496772,0,53365.859015500726,0 days 00:14:00,2023-12-14 08:28:00
1845,AMC,2023-12-15 00:35:00,AMC HODL! 📈,positive,7.310013736677932,meme_images/meme_1845.png,2.64809834143918,1,81296.22834433433,0 days 00:16:00,2023-12-15 00:51:00
7124,AMC,2023-12-15 09:44:00,AMC buy! 🚀,positive,78.62110851944422,meme_images/meme_7124.png,1.648635025810725,1,33603.77706088463,0 days 00:17:00,2023-12-15 10:01:00
1933,AMC,2023-12-15 17:31:00,AMC FUD... 💸,negative,144.07144192359146,meme_images/meme_1933.png,-0.6952641544780594,0,26290.0369149659,0 days 00:07:00,2023-12-15 17:38:00
5910,AMC,2023-12-16 06:20:00,AMC buy! 📈,positive,123.01608065645826,meme_images/meme_5910.png,2.2770747556011632,1,90867.66571369929,0 days 00:30:00,2023-12-16 06:50:00
6629,AMC,2023-12-16 20:02:00,AMC moon! 💎🙌,positive,15256.161113467722,meme_images/meme_6629.png,9.33944218130361,1,61889.28893335612,0 days 00:10:00,2023-12-16 20:12:00
7609,AMC,2023-12-16 22:35:00,AMC news. 🧐,neutral,10027.65147073768,meme_images/meme_7609.png,-1.5794346749714498,0,60818.070385779225,0 days 00:06:00,2023-12-16 22:41:00
3074,AMC,2023-12-17 23:50:00,AMC paper hands... 📉,negative,388.5816803275483,meme_images/meme_3074.png,-2.187598505376924,0,129206.49175740858,0 days 00:16:00,2023-12-18 00:06:00
9287,AMC,2023-12-18 09:02:00,AMC rocket! 💎🙌,positive,17.24907707459391,meme_images/meme_9287.png,1.8345506818821664,1,35700.67535674301,0 days 00:14:00,2023-12-18 09:16:00
4450,AMC,2023-12-18 10:38:00,AMC crash... 😢,negative,73.66834065565945,meme_images/meme_4450.png,-1.714172271278003,0,75551.3101322254,0 days 00:07:00,2023-12-18 10:45:00
3709,AMC,2023-12-19 16:07:00,AMC rocket! 📈,positive,142.6196294025373,meme_images/meme_3709.png,1.9765819301793792,1,48497.62470182192,0 days 00:25:00,2023-12-19 16:32:00
853,AMC,2023-12-19 16:14:00,AMC diamond hands! 🚀,positive,1524.0332291545435,meme_images/meme_853.png,2.66663179374761,1,277804.1148950722,0 days 00:11:00,2023-12-19 16:25:00
9442,AMC,2023-12-19 20:15:00,AMC rocket! 💎🙌,positive,99.22158802711746,meme_images/meme_9442.png,3.254727673762776,1,34512.157708703155,0 days 00:10:00,2023-12-19 20:25:00
1247,AMC,2023-12-20 10:02:00,AMC news. ⌛,neutral,991.6756387063496,meme_images/meme_1247.png,1.104178902946649,1,9579.365569278189,0 days 00:19:00,2023-12-20 10:21:00
511,AMC,2023-12-20 23:00:00,AMC HODL! 💎🙌,positive,767.4380333050935,meme_images/meme_511.png,1.4143648722145978,1,42391.49537273634,0 days 00:12:00,2023-12-20 23:12:00
7225,AMC,2023-12-21 04:40:00,AMC waiting. 🧐,neutral,1072.6575569098004,meme_images/meme_7225.png,-0.0882996377376341,0,34903.35623010344,0 days 00:24:00,2023-12-21 05:04:00
5392,AMC,2023-12-21 15:07:00,AMC paper hands... 💸,negative,558.5253545301753,meme_images/meme_5392.png,-3.0579650381330405,0,16052.844498241164,0 days 00:30:00,2023-12-21 15:37:00
6838,AMC,2023-12-22 05:18:00,AMC update. 📊,neutral,902.3145996024404,meme_images/meme_6838.png,-1.128110928118659,0,39498.08631983735,0 days 00:06:00,2023-12-22 05:24:00
6864,AMC,2023-12-22 09:25:00,AMC update. 🧐,neutral,259.90033840118923,meme_images/meme_6864.png,1.1821167456226662,1,158321.7155410527,0 days 00:23:00,2023-12-22 09:48:00
4524,AMC,2023-12-22 21:21:00,AMC diamond hands! 📈,positive,31.3565595403382,meme_images/meme_4524.png,0.6681826217540928,1,154708.51837973334,0 days 00:29:00,2023-12-22 21:50:00
9131,AMC,2023-12-23 00:00:00,AMC watch. ⌛,neutral,23.162600190595988,meme_images/meme_9131.png,0.098923832032393,1,8576.144824002904,0 days 00:22:00,2023-12-23 00:22:00
1964,AMC,2023-12-23 07:14:00,AMC hold. ⌛,neutral,36.06907962147778,meme_images/meme_1964.png,0.9358866246880624,1,214675.0689180158,0 days 00:22:00,2023-12-23 07:36:00
9260,AMC,2023-12-23 19:11:00,AMC FUD... 😢,negative,271.6278209370953,meme_images/meme_9260.png,-1.5226710893968525,0,43184.1995880762,0 days 00:22:00,2023-12-23 19:33:00
6828,AMC,2023-12-23 21:50:00,AMC sell... 😢,negative,845.5636256414417,meme_images/meme_6828.png,-2.1137080923122347,0,93617.53782920416,0 days 00:18:00,2023-12-23 22:08:00
1351,AMC,2023-12-24 10:06:00,AMC watch. 📊,neutral,108.65514072764996,meme_images/meme_1351.png,-0.6748838671430047,0,33485.812300944424,0 days 00:25:00,2023-12-24 10:31:00
9518,AMC,2023-12-24 15:11:00,AMC down... 😢,negative,52.73446904929559,meme_images/meme_9518.png,0.1927041923516128,1,44693.69790269517,0 days 00:18:00,2023-12-24 15:29:00
3472,AMC,2023-12-24 22:06:00,AMC HODL! 📈,positive,45.7631725747929,meme_images/meme_3472.png,1.346564340653613,1,115260.19118657208,0 days 00:21:00,2023-12-24 22:27:00
7080,AMC,2023-12-25 19:24:00,AMC watch. ⌛,neutral,250.04786238250696,meme_images/meme_7080.png,1.3719671339476358,1,36551.68125342378,0 days 00:14:00,2023-12-25 19:38:00
9956,AMC,2023-12-25 23:33:00,AMC update. 📊,neutral,113.06042263035788,meme_images/meme_9956.png,-1.5844894410057395,0,158394.7143334586,0 days 00:25:00,2023-12-25 23:58:00
3770,AMC,2023-12-26 08:01:00,AMC update. ⌛,neutral,108.0795079347483,meme_images/meme_3770.png,-0.2419015717742537,0,31534.93141238701,0 days 00:20:00,2023-12-26 08:21:00
4714,AMC,2023-12-26 09:57:00,AMC paper hands... 📉,negative,19.85769573245138,meme_images/meme_4714.png,-2.45700303185302,0,25114.35281250565,0 days 00:27:00,2023-12-26 10:24:00
8238,AMC,2023-12-27 09:35:00,AMC up! 🚀,positive,19.173623154548014,meme_images/meme_8238.png,2.9351934349932383,1,270475.7773797552,0 days 00:10:00,2023-12-27 09:45:00
9852,AMC,2023-12-28 13:16:00,AMC crash... 💸,negative,258.2324714740768,meme_images/meme_9852.png,-2.62895765005512,0,196989.7933701751,0 days 00:14:00,2023-12-28 13:30:00
6602,AMC,2023-12-28 13:21:00,AMC paper hands... 😢,negative,45.37995404806319,meme_images/meme_6602.png,-4.371423252090408,0,113518.93101223216,0 days 00:27:00,2023-12-28 13:48:00
5973,AMC,2023-12-29 00:32:00,AMC update. 🧐,neutral,398.4217335302493,meme_images/meme_5973.png,-0.6493475772405652,0,2838.4947298196425,0 days 00:22:00,2023-12-29 00:54:00
245,AMC,2023-12-29 01:27:00,AMC watch. ⌛,neutral,3.9690844038300623,meme_images/meme_245.png,-0.6235119529473337,0,193234.68310324405,0 days 00:21:00,2023-12-29 01:48:00
8692,AMC,2023-12-29 02:04:00,AMC waiting. 📊,neutral,102.8594036146376,meme_images/meme_8692.png,-1.6795774342660552,0,55624.5018841349,0 days 00:14:00,2023-12-29 02:18:00
182,AMC,2023-12-30 06:18:00,AMC watch. 🧐,neutral,113.3993465372196,meme_images/meme_182.png,1.139430586852956,1,28188.21614009634,0 days 00:17:00,2023-12-30 06:35:00
4883,AMC,2023-12-30 14:48:00,AMC update. 🧐,neutral,1.0617342794966265,meme_images/meme_4883.png,1.7646802753663295,1,19227.822579611697,0 days 00:07:00,2023-12-30 14:55:00
8656,AMC,2023-12-30 19:28:00,AMC HODL! 📈,positive,9.125698784721877,meme_images/meme_8656.png,0.2000318227015212,1,50195.71707244367,0 days 00:07:00,2023-12-30 19:35:00
5571,AMC,2023-12-30 21:20:00,AMC news. 🧐,neutral,95.01290558968827,meme_images/meme_5571.png,0.5909000225933548,1,89075.65196629862,0 days 00:07:00,2023-12-30 21:27:00
1162,AMC,2023-12-31 02:12:00,AMC waiting. 📊,neutral,209.9938844208312,meme_images/meme_1162.png,-0.6457955440731751,0,28052.89887161776,0 days 00:25:00,2023-12-31 02:37:00
9809,AMC,2023-12-31 08:50:00,AMC to the moon! 💎🙌,positive,165.3329644806941,meme_images/meme_9809.png,-0.5154355445962763,0,18606.514222721627,0 days 00:19:00,2023-12-31 09:09:00
1585,AMC,2023-12-31 15:37:00,AMC FUD... 📉,negative,5.433882516026132,meme_images/meme_1585.png,-2.572682522252628,0,76070.0427907824,0 days 00:12:00,2023-12-31 15:49:00
3445,AMC,2024-01-01 00:22:00,AMC waiting. ⌛,neutral,72.23309966711065,meme_images/meme_3445.png,2.395952104359808,1,53741.91924076362,0 days 00:29:00,2024-01-01 00:51:00
7270,AMC,2024-01-01 07:24:00,AMC to the moon! 📈,positive,618.3082290600767,meme_images/meme_7270.png,1.754082101232636,1,52306.871627670895,0 days 00:14:00,2024-01-01 07:38:00
6713,AMC,2024-01-01 19:55:00,AMC watch. ⌛,neutral,14.353193529822544,meme_images/meme_6713.png,-1.6884278343513022,0,37647.82423797637,0 days 00:20:00,2024-01-01 20:15:00
2494,AMD,2023-01-01 02:03:00,AMD paper hands... 💸,negative,743.814038756407,meme_images/meme_2494.png,-1.7011582114088442,0,93985.80415016372,0 days 00:10:00,2023-01-01 02:13:00
5269,AMD,2023-01-01 04:50:00,AMD sell... 😢,negative,59.12718236635538,meme_images/meme_5269.png,-3.262913357281224,0,27808.572546341784,0 days 00:14:00,2023-01-01 05:04:00
8744,AMD,2023-01-01 20:37:00,AMD buy! 💎🙌,positive,29.804802573392045,meme_images/meme_8744.png,2.255770789480288,1,30393.7700127918,0 days 00:25:00,2023-01-01 21:02:00
2419,AMD,2023-01-02 14:13:00,AMD HODL! 📈,positive,1936.5760232170849,meme_images/meme_2419.png,3.4926477706722694,1,128816.84631495316,0 days 00:20:00,2023-01-02 14:33:00
7121,AMD,2023-01-02 18:41:00,AMD to the moon! 🚀,positive,3790.720043696768,meme_images/meme_7121.png,7.498443556612752,1,260424.1705444124,0 days 00:09:00,2023-01-02 18:50:00
6893,AMD,2023-01-02 22:26:00,AMD diamond hands! 💎🙌,positive,20.64864685090417,meme_images/meme_6893.png,2.1574856508063034,1,25124.792431067603,0 days 00:14:00,2023-01-02 22:40:00
8543,AMD,2023-01-03 01:18:00,AMD paper hands... 📉,negative,5699.942142908436,meme_images/meme_8543.png,-4.865766497532615,0,119862.66830894652,0 days 00:08:00,2023-01-03 01:26:00
6951,AMD,2023-01-03 10:33:00,AMD FUD... 💸,negative,2422.712299332323,meme_images/meme_6951.png,-3.349684917002536,0,331928.2785016996,0 days 00:30:00,2023-01-03 11:03:00
2666,AMD,2023-01-03 14:39:00,AMD rocket! 📈,positive,2878.4046332903804,meme_images/meme_2666.png,4.165670513403315,1,66376.64061005707,0 days 00:06:00,2023-01-03 14:45:00
718,AMD,2023-01-03 21:14:00,AMD crash... 💸,negative,202.951834927988,meme_images/meme_718.png,-2.6103767159184006,0,27465.64713176009,0 days 00:24:00,2023-01-03 21:38:00
6068,AMD,2023-01-04 08:14:00,AMD watch. 📊,neutral,127.06796227113568,meme_images/meme_6068.png,1.580392898438876,1,60323.95194880886,0 days 00:24:00,2023-01-04 08:38:00
9481,AMD,2023-01-04 12:32:00,AMD crash... 📉,negative,2.416629184076578,meme_images/meme_9481.png,0.9038670491362766,1,15570.676201208573,0 days 00:23:00,2023-01-04 12:55:00
9049,AMD,2023-01-04 22:39:00,AMD moon! 📈,positive,46.379192969727946,meme_images/meme_9049.png,3.977470548425871,1,87549.60135719161,0 days 00:05:00,2023-01-04 22:44:00
2313,AMD,2023-01-05 01:16:00,AMD paper hands... 📉,negative,66.5812078831242,meme_images/meme_2313.png,-1.5411498893572124,0,18348.830202044417,0 days 00:28:00,2023-01-05 01:44:00
6850,AMD,2023-01-06 04:22:00,AMD hold. 📊,neutral,19.200088926341444,meme_images/meme_6850.png,-0.5614991714302391,0,14292.020646235977,0 days 00:14:00,2023-01-06 04:36:00
5257,AMD,2023-01-06 09:44:00,AMD paper hands... 📉,negative,704.1940402348168,meme_images/meme_5257.png,-3.066038644032098,0,7187.183064501751,0 days 00:08:00,2023-01-06 09:52:00
7767,AMD,2023-01-06 12:39:00,AMD waiting. 📊,neutral,12.972028482836963,meme_images/meme_7767.png,-1.1792005517524595,0,38999.06567433179,0 days 00:21:00,2023-01-06 13:00:00
6823,AMD,2023-01-07 00:48:00,AMD update. 📊,neutral,126.2689370865572,meme_images/meme_6823.png,-1.528122059063472,0,48040.19581937329,0 days 00:26:00,2023-01-07 01:14:00
486,AMD,2023-01-07 08:31:00,AMD moon! 💎🙌,positive,32.896409157214244,meme_images/meme_486.png,-0.9640605594508876,0,32044.3626619596,0 days 00:25:00,2023-01-07 08:56:00
3347,AMD,2023-01-07 23:06:00,AMD HODL! 💎🙌,positive,229.5753786748163,meme_images/meme_3347.png,1.1330857014202156,1,54208.47757858202,0 days 00:16:00,2023-01-07 23:22:00
5494,AMD,2023-01-08 01:59:00,AMD gain! 📈,positive,1159.2479543724476,meme_images/meme_5494.png,2.6576907743588016,1,28326.79040589812,0 days 00:12:00,2023-01-08 02:11:00
161,AMD,2023-01-08 22:20:00,AMD waiting. 🧐,neutral,916.0477721103932,meme_images/meme_161.png,-0.4812644535958728,0,199493.18250693145,0 days 00:09:00,2023-01-08 22:29:00
4795,AMD,2023-01-09 02:02:00,AMD to the moon! 💎🙌,positive,217.07341003749792,meme_images/meme_4795.png,0.922089637486914,1,45095.71689131802,0 days 00:15:00,2023-01-09 02:17:00
9663,AMD,2023-01-09 11:39:00,AMD buy! 🚀,positive,142.95220626943313,meme_images/meme_9663.png,4.564195608816247,1,67745.67166146677,0 days 00:10:00,2023-01-09 11:49:00
4218,AMD,2023-01-09 12:11:00,AMD FUD... 📉,negative,731.6083358869136,meme_images/meme_4218.png,-0.4022820328068115,0,36100.07047947642,0 days 00:29:00,2023-01-09 12:40:00
4539,AMD,2023-01-09 20:00:00,AMD buy! 📈,positive,3.9567552622755664,meme_images/meme_4539.png,0.8936336145577551,1,40312.23051715173,0 days 00:27:00,2023-01-09 20:27:00
6393,AMD,2023-01-10 02:21:00,AMD up! 🚀,positive,134.40407567142475,meme_images/meme_6393.png,1.8299827816183696,1,51591.11746784335,0 days 00:20:00,2023-01-10 02:41:00
7456,AMD,2023-01-10 04:04:00,AMD hold. ⌛,neutral,50.150743260654906,meme_images/meme_7456.png,0.7867425962651777,1,31104.87938651112,0 days 00:17:00,2023-01-10 04:21:00
7030,AMD,2023-01-10 11:28:00,AMD diamond hands! 💎🙌,positive,67.87519771625033,meme_images/meme_7030.png,2.3403336375572708,1,301069.986246218,0 days 00:05:00,2023-01-10 11:33:00
8811,AMD,2023-01-10 12:46:00,AMD gain! 📈,positive,1.6391814849201507,meme_images/meme_8811.png,0.1911563279919204,1,104643.30237840395,0 days 00:29:00,2023-01-10 13:15:00
1665,AMD,2023-01-10 13:00:00,AMD crash... 😢,negative,14.649384219965096,meme_images/meme_1665.png,-3.58957072266974,0,42666.16868531213,0 days 00:15:00,2023-01-10 13:15:00
6624,AMD,2023-01-10 20:34:00,AMD crash... 📉,negative,564.6262514969012,meme_images/meme_6624.png,-5.3218575138086575,0,125636.77981597451,0 days 00:11:00,2023-01-10 20:45:00
5167,AMD,2023-01-11 04:48:00,AMD watch. ⌛,neutral,119.29022535376998,meme_images/meme_5167.png,-1.215022107770079,0,381337.53061016,0 days 00:10:00,2023-01-11 04:58:00
5535,AMD,2023-01-11 13:42:00,AMD down... 📉,negative,35.93032447586163,meme_images/meme_5535.png,-0.9186300401122492,0,10022.973614899152,0 days 00:09:00,2023-01-11 13:51:00
111,AMD,2023-01-12 00:46:00,AMD paper hands... 😢,negative,346.7633036536549,meme_images/meme_111.png,-1.5102981784994314,0,7592.527582352595,0 days 00:20:00,2023-01-12 01:06:00
